identifier;titulo;autor;co_autor;orientador;data;paginas;local_publicacao;subjects;modelo_trabalho;descricao;local_defesa
157181857X_(alk._paper);Race in France interdisciplinary perspectives on the politics of difference;Chapman, Herrick;;Frader, Laura Levine;2004;v, 266 p;France;DC34 .R335 2004|RacisM France|RACISMO FRANÇA|RELAÇÕES ÉTNICAS E RACIAIS FRANÇA;Livro;;New York Berghahn
00544;Fronteiras da igualdade no ensino superior excelência & justiça racial;Moehlecke, Sabrina;;Oliveira, Romualdo Portela;2004;231 p;BRASIL;"IGUALDADE SOCIAL BRASIL|ENSINO SUPERIOR BRASIL|ACESSO À EDUCAÇÃO ESTADOS UNIDOS;BRASIL|POLÍTICA EDUCACIONAL|RACISMO|AÇÃO AFIRMATIVA (EDUCAÇÃO)";Tese;Políticas de igualdade racial como a ação afirmativa, ao exigirem direitos coletivos e a identificação racial dos grupos beneficiados, perturbam não apenas a noção moderna de igualdade e justiça, segundo a qual a distribuição de bens e posições sociais seria baseada no indivíduo e em seus méritos e talentos naturais, mas também a ideologia brasileira da mestiçagem e da democracia racial, constitutiva de nossa identidade e unidade nacionais, onde não haveria espaço para divisões ou diferenciações de raça. Analisa-se, então, como têm sido recebidas as experiências de ação afirmativa implementadas no Brasil, especialmente no ensino superior, local da excelência e meritocracia. Contextualiza-se, inicialmente, o desenvolvimento das preocupações com a igualdade nas oportunidades de acesso à educação superior, para em seguida confrontar, em termos normativos, os argumentos universalistas e particularistas construídos no debate de tais propostas. No intuito de analisá-las com mais detalhes, observa-se seu desenvolvimento nos Estados Unidos, reconstituindo-se seu contexto histórico, as formas assumidas e avaliando-se alguns dos resultados alcançados, através do estudo de caso da Universidade da Califórnia. Nos dois últimos capítulos, apresenta-se as principais teorias norte-americanas e brasileiras sobre políticas de ação afirmativa, confrontando-as às percepções sobre o tema observadas entre os estudantes entrevistados em um survey realizado na cidade de São Paulo.;São Paulo
00628;Apontar as concepções....[Editorial];Loffredo, Ana Maria;;;2006;p. 9-10;;RACISMO|PRECONCEITO RACIAL|SUBJETIVIDADE;Periódico / Parte de livro;;São Paulo
0820456632_(pbk._alk._paper);A curriculum of repression a pedagogy of racial history in the United States;Kharem, Haroon;;;c2006;201 p;United States;LC2741 .K53 2006|African Americans Education History|Discrimination in education United States|Whites Race identity United States|African Americans Colonization|Eugenics United States History|Racism United States History|AFRODESCENDENTES EDUCAÇÃO ESTADOS UNIDOS|DISCRIMINAÇÃO RACIAL (EDUCAÇÃO) ESTADOS UNIDOS|RACISMO (HISTÓRIA) ESTADOS UNIDOS|IDENTIDADE ÉTNICA (EDUCAÇÃO) ESTADOS UNIDOS|EUGENIA ESTADOS UNIDOS;Livro;Internal colonialism : White supremacy and education -- White supremacy's politics of culture and exclusion -- The American Colonization Society -- The pedagogy of eugenics -- Confronting disparity in American society;New York P.
8574191574;Ninguém atravessa o arco-íris um estudo sobre negros;Reis Filho, José Tiago;;;2000;126 p.;Brazil;F2659.N4 R45 2000|Blacks Brazil|Poor Brazil|Blacks Brazil Psychology|Poor Brazil Psychology|NEGROS|RACISMO|PRECONCEITO RACIAL;Livro;1. ed;São Paulo Annablume
0804720282_(cloth_alk._paper)_;The dynamics of ethnic competition and conflict;Olzak, Susan;;;c1992;xiii, 271 p.;United States;E184.A1 O455 1992|RACISMO (SOCIOLOGIA)|United States Ethnic relations|United States Race relations|United States Social conditions;Livro;;Stanford, Calif. Stanford
9788523204839;Pele negra, máscaras brancas;Fanon, Frantz;Silveira, Renato da;Gordon, Lewis R. (Lewis Ricardo);2008;191 p;;NEGROS (CONDIÇÕES SOCIAIS)|RACISMO|IDENTIDADE ÉTNICA|RELAÇÕES ÉTNICAS E RACIAIS|DISCRIMINAÇÃO RACIAL;Livro;;Salvador, BA
00004;O negro brasileiro ethinographia religiosa e psychanalyse;Ramos, Arthur;;;1934;;BRASIL;ANTROPOLOGIA FÍSICA|RACISMO BRASIL|NEGROS BRASIL;Livro;;Rio de Janeiro
00274;Racismo , intolerancia e preconceito analise critica dos textos produzidos na primeira fase do vestibular nacional da unicamp-1992;Munanga, Kabengele;"Verissimo, M V B; Nogueira, I B";Encontro Anual da Ampocs 1994 Caxambu);1994;p.123;;RACISMO (SOCIOLOGIA)|EDUCAÇÃO|UNIVERSIDADE;Periódico / Parte de livro;;Caxambu Assoc Nac
00576;Os múltiplos racismos da América;Aguiar, Flávio Wolf de;;;2005;online;AMÉRICA LATINA;RACISMO (HISTÓRIA) AMÉRICA LATINA|NEGROS;Periódico / Parte de livro;Publicado em: Cartas Ácidas, de 20 abr. 2005;
00357;Lei e racismo;Fausto, Boris;;;1998;p. 1-2;;DIREITO CIVIL|RACISMO (SOCIOLOGIA)|SOCIOLOGIA;Periódico / Parte de livro;;São Paulo
00359;Sobre a criação de cotas para os discriminados;Soares, Paulo de Tarso Presgrave Leite;;;1996;p. 3;;RACISMO (SOCIOLOGIA);Periódico / Parte de livro;;São Paulo
9789727715176;A sociedade pura de Darwin a Hitler;Pichot, André;;Carvalho, Maria;2002;370 p;;EUGENIA|GENÉTICA|RACISMO|SOCIOBIOLOGIA;Livro;;Lisboa Instituto Piaget
00443;La Raza, la reâvolte des indiens du sud des Eâtats-unis;Steiner, Stan;;;1972 [c1971];376 p;United States;E184.M5 S714|Mexicans United States|ÍNDIOS|MIGRAÇÃO|RACISMO (SOCIOLOGIA);Livro;Translation of La Raza. The Mexican Americans;Paris François Maspero
0374525412;Not all black and white affirmative action and American values;Edley, Christopher F.;;;1998, c1996;xix, 294 p.;United States;KF4755.5 .E33 1998|Affirmative action programs Law and legislation United States|Racism United States|African Americans Social conditions 1975-|AFRODESCENDENTES LEGISLAÇÃO ESTADOS UNIDOS|POLÍTICA SOCIAL ESTADOS UNIDOS|NEGROS (CONDICÕES SOCIAIS) ESTADOS UNIDOS|RACISMO ESTADOS UNIDOS;Livro;1st pbk. ed;New York Hill
9223051673;Informe especial del director general concerniente a la aplicacion de la declaracion referente a la politica de 'apartheid' en sudafrica;Organização Internacional do Trabalho (oit);;Conferencia internacional do trabalho 1986 genebra);1986;204 p;Africa do Sul;Apartheid|Racismo Africa do Sul|Segregação Racial Africa do Sul|DIREITO DO TRABALHO;Livro;Conferencia internacional del trabajo, 72. reunion, 1986;Ginebra Oit
0-674-44725-5;In struggle sncc and the black awakening of the 1960s;Carson, Clayborne;;;1981;359 p;;RACISMO (SOCIOLOGIA)|DIREITOS HUMANOS|CIDADANIA;Livro;;Cambridge Harvard University
9788420668345;Sociologia della convivenza interetnica Español;Zanfrini, Laura;;Linares de la Puerta, Josefa;2007;184 p;;Pluralismo (Ciencias sociales)|Multiculturalismo|Discriminación racial|Racismo|MULTICULTURALISMO;Livro;;Madrid Alianza Editorial
857503510X;Crítica da imagem eurocêntrica multiculturalismo e representação;Soares, Marcos César de Paula;;;2006;528 p;;CINEMA|PAÍSES EM DESENVOLVIMENTO|COMUNICAÇÃO INTERCULTURAL|MULTICULTURALISMO|RACISMO;Periódico / Parte de livro;;São Paulo Cosac
00556;Em busca de braços ou de brancos raça e política de mão-de-obra no Brasil (1817-88);Medici, Rafael de Lima;;Moura, Esmeralda Blanco Bolsonaro de;2004;2 v;BRASIL;MÃO-DE-OBRA (POLÍTICA) 1871-1888 BRASIL|RACISMO|HISTÓRIA ECONÔMICA BRASIL;Tese;O processo de transição do trabalho no Brasil, do regime escravo para o livre nas décadas de 1870 e 80, apresenta, no discurso de políticos e lavradores, duas questões essenciais : a econômica e a racial. Houve clara articulação entre abolição e imigração : ao início da emancipação gradual corresponde uma política de imigração subvencionada, e à aceleração da abolição em 1884/85 corresponde o desenvolvimento da imigração de massa no Brasil. Desta forma, os colonos europeus substituíam os escravos nas fazendas, e excluíam-se os trabalhadores nacionais e libertos. Por outro lado, a idéia de branqueamento marcava o pensamento da elite brasileira, dando à imigração européia uma função racial, de evolução do povo, e impedindo a introdução de raças indesejáveis, os chineses. Em um contexto de necessidade de mão-de-obra livre e difusão de teorias raciais, as idéias científicas condicionavam as políticas de mão-de-obra da elite brasileira, definindo formas de emprego e justificando o uso ou exclusão de trabalhadores europeus, brasileiros, chineses, indígenas, libertos e ingênuos, em função de teorias raciais sobre raça e meio;São Paulo
00288;Questao racial no brasil;Schwarcz, Lilia Moritz;;;1996;p.153-77;BRASIL;HISTÓRIA DO BRASIL|RACISMO BRASIL;Periódico / Parte de livro;;São Paulo EDUSP/Estacao
00336;Significações do corpo negro;Nogueira, Isildinha Baptista;;Carone, Iray;1998;174 p;BRASIL;RACISMO (SOCIOLOGIA)|NEGROS BRASIL|PSICANÁLISE;Tese;Este trabalho tem como objetivo investigar a dimensão psíquica da questão do racismo, partindo da hipótese de que essa realidade histórico-social determina, para os negros, configurações psíquicas peculiares. A partir do referencial da teoria psicanalítica, procura-se determinar o modo como as significações que o racismo envolve se inscrevem psiquicamente para o negro, e o modo como elas vão produzir a dimensão simbólica do corpo negro e ideal imaginário da brancura. Tais inscrições psíquicas não são simplesmente resultado da introjeção das experiências de discriminação efetivamente vivenciadas, mas se constituem na infância, envolvendo momentos iniciais da constituição subjetiva. Nesse sentido, afetam os negros independentemente de sua posição econômico-social. Nessa abordagem, busca-se definir a condição de negro como produto da interação dialética entre, de um lado, as representações sociais ideologicamente estruturadas e as estruturas sócio-ecônomicas que as produziram e as reproduzem, de outro, as configurações que formam o universo psíquico. Este trabalho pretende chamar a atenção para o fato de que nem a consciência da condição de negro nem o engajamento em relação às lutas políticas contra a discriminação racial são suficientes para modificar o condição do negro, na medida em que os sentidos do racismo, inscritos na psique, permanecem não elaborados;São Paulo
00873;Racismo passado e presente;Denadai, Andréa Rocha Braga;;Freitas, Jeanne Marie Machado de;1995;63 p;;RACISMO|PRECONCEITO;Livro;Trabalho de Conclusão de Curso - Departamento de Jornalismo e Editoração/Escola de Comunicações e Artes/USP;São Paulo A.
00319;Oab conta zumbi dos palmares;Prudente, Eunice Aparecida de Jesus;;;1995;;;RACISMO (SOCIOLOGIA);Livro;;S.l.
00098;American dilemma;Myrdal, Gunnar;Sterner, Richard;Rose, Arnold;19--;;;RACISMO (SOCIOLOGIA);Livro;9. ed;New York Harper
00030;Racial myths;Comas, Juan;;;[1951];51 p;;GN320 .C65|Race|RACISMO|ANTROPOLOGIA FÍSICA;Livro;;Paris Unesco [1951]
8508056613;Racismo cordial a mais completa análise sobre o preconceito de cor no Brasil;Turra, Cleusa;"Venturi, Gustavo; Reis, Nelson dos; Fernandes, Hebe";Folha de S. Paulo. Datafolha;1995;208 p;BRASIL;RELAÇÕES ÉTNICAS E RACIAIS BRASIL|AFRODESCENDENTES|RACISMO (ASPECTOS CULTURAIS)|PESQUISA CIENTÍFICA|PROBLEMAS SOCIAIS|RACISMO BRASIL|NEGROS BRASIL;Livro;Capa: Mário Vásquez Amaya;São Paulo Atica
00263;Racismo e anti-semitismo , hoje;Blikstein, Izidoro;;;1995;p.25-45;;LINGUÍSTICA|RACISMO (SOCIOLOGIA);Periódico / Parte de livro;;Belo Horizonte
9788527308830;Tempos de Casa-Grande (1930-1940);Silva, Silvia Cortez;;;2010;xxviii, 239 p;Brazil;"F2510.F7524 S558 2010|Freyre, Gilberto de M.; Casa-Grande e Senzala|Antisemitism Brazil History 20th century|Racism Brazil History 20th century|Brazil Civilization|Freyre, Gilberto 1900-1987|Brazil Social life and customs|Brazil Intellectual life|Freyre, Gilberto 1900-1987|ANTROPOLOGIA CULTURAL E SOCIAL BRASIL|ANTISSEMITISMO|HISTÓRIA DO BRASIL|HISTÓRIA SOCIAL BRASIL|RACISMO";Livro;;São Paulo Perspectiva
00922;Reflexos do racismo à brasileira na mídia;Lima, Solange Martins Couceiro de;;;1996;p. 56-65;BRASIL;"TELEVISÃO (ASPECTOS CULTURAIS;ASPECTOS SOCIAIS)|RACISMO|PRECONCEITO RACIAL BRASIL";Periódico / Parte de livro;Disponível em: <http://dx.doi.org/10.11606/issn.2316-9036.v0i32p56-65>. Acesso em: 19 nov. 2015;São Paulo
9788560405008;Psicologia e preconceito racial;Conselho Regional de Psicologia SP;;Pinheiro, Odette de Godoy;2007;59 p;;BF636|PSICOLOGIA APLICADA|PRECONCEITO|RACISMO;Livro;;São Paulo
00131;O mito ariano ensaio sobre as fontes do racismo e dos nacionalismo;Poliakov, Léon;;;1974;356 p;;RACISMO;Livro;;São Paulo Perspectiva
00507;Pactos narcísicos no racismo branquitude e poder nas organizações empresariais e no poder público;Bento, Maria Aparecida Silva;;Carone, Iray;2002;169 p;;DISCRIMINAÇÃO NO EMPREGO|IDENTIDADE ÉTNICA|PRECONCEITO|RACISMO|ADMINISTRAÇÃO DE RECURSOS HUMANOS;Tese;"Esta tese trata das manifestações da racialidade branca no discurso dos gestores de pessoal (chefes e profissionais de recursos humanos) de duas prefeituras do sudeste brasileiro. Seu objetivo é melhor compreender como se dá a reprodução das desigualdades raciais nas relações de trabalho no interior das organizações. A racialidade branca, entendida aqui como branquitude, é abordada como um elemento subjetivo, ocultado que interfere na ação dos gestores nos processos de avaliação da força de trabalho, notadamente nos processos de seleção, promoção, treinamento, demissão e resolução de conflitos na Instituição. Ao longo do texto foi configurada a situação de desigualdade de negros e brancos no mercado de trabalho contemporâneo, bem como as tímidas respostas das organizações brasileiras a esse quadro. A omissão e o silêncio de importantes atores do mercado de trabalho, aparecem materializados nas entrevistas com os gestores, que raramente percebem o negro em seu universo de trabalho. Tudo se passa como se houvesse um pacto entre brancos, aqui chamado de pacto narcísico, que implica na negação, no evitamento do problema com vistas a manutenção de privilégios raciais. O medo da perda desses privilégios, e o da responsabilização pelas desigualdades raciais constituem o substrato psicológico que gera a projeção do branco sobre o negro, carregada de negatividade. O negro é inventado como um ""outro"" inferior, em contraposição ao branco que se tem e é tido como";São Paulo
8508036256;A questão do negro na sala de aula;Santos, Joel Rufino dos;;;1990;59 p.;Brazil;LC2805.B6 S26 1990|GN645.B33|Blacks Education Brazil|NEGROS BRASIL|RACISMO|PRECONCEITO;Livro;;São Paulo Editora
00455;Race and class in rural Brazil;Wagley, Charles;;Verger, Pierre;1963;158 p.;BRASIL;RACISMO BRASIL|CLASSES SOCIAIS BRASIL;Livro;;Wormeveer(Holland) Unesco
00243;Montesquieu ironizou racismo;Ribeiro, Renato Janine;;;1990;p.f-2;;Montesquieu, Charles Louis Secondat, Baron de la Brede et de|FILOSOFIA|RACISMO (SOCIOLOGIA);Periódico / Parte de livro;;São Paulo
8586259195;Negros e brancos em São Paulo (1888-1988). [Revisão Técnica];Prado, Maria Lígia Coelho;Andrews, George Reid (*);Lopes, Magda (*);1998;443 p;BRASIL;NEGROS|RACISMO (SOCIOLOGIA)|NEGROS BRASIL|HISTÓRIA DO BRASIL SÃO PAULO;Periódico / Parte de livro;;Bauru Editora da
0415079098_(pbk.);The Empire strikes back race and racism in 70s Britain;University of Birmingham Centre for Contemporary Cultural Studies;;;1992;324 p.;Great Britain;DA125.A1 E4 1992|Racism Great Britain|RACISMO (SOCIOLOGIA)|Great Britain Race relations;Livro;;London New York
0415077257;Racialised barriers the Black experience in the United States and England in the 1980's;Small, Stephen;;;1994;viii, 247 p.;England;"E185.615 .S574 1994|African Americans Civil rights|Blacks Civil rights England|African Americans Social conditions 1975-|Blacks England Social conditions|African Americans Economic conditions|Blacks England Economic conditions|NEGROS (CONDIÇÕES SOCIAIS) ESTADOS UNIDOS;INGLATERRA|RACISMO ESTADOS UNIDOS;INGLATERRA|RELAÇÕES ÉTNICAS E RACIAIS ESTADOS UNIDOS;INGLATERRA|Black persons Social conditions|United States|Great Britain";Livro;;London Routledge
85-16-01408-8;Nao vi e nao gostei o fenomeno do preconceito;Queiroz, Renato da Silva;;;1996;102 p;;RACISMO (SOCIOLOGIA);Livro;;São Paulo Moderna
00638;Coalición internacional de ciudades contra el racismo y la discriminación;Fischmann, Roseli;;Lazarev, Serguei;2006;p. 40-41;;Unesco|RACISMO|DISCRIMINAÇÃO|XENOFOBIA;Periódico / Parte de livro;La Conferencia Mundial contra el Racismo, la Discriminación y la Xenofobia que la Unesco promovió em 2001;São Paulo
00255;Preconceito no brasil e uma pseudofilosofia;Schwarcz, Lilia Moritz;;;1993;p.10;;ANTROPOLOGIA|RACISMO (SOCIOLOGIA);Periódico / Parte de livro;;São Paulo
8575060376;Eles são separatistas e preconceituosos, nós não;Brait, Beth;;;2001;p.657-668;;SOCIOLINGUÍSTICA|DISCURSO|RACISMO;Periódico / Parte de livro;;São Paulo Humanitas
00650;Combate ao racismo institucional;;;;2007;1 v;;PRECONCEITO RACIAL|RACISMO|INSTITUIÇÕES|IGUALDADE DE OPORTUNIDADES|IGUALDADE SOCIAL;Livro;;Brasília
00350;Décimo relatório periódico relativo à Convenção Internacional sobre a eliminação de todas as formas de discriminação racial, 1965;Brasil Ministério da Justiça;;;1996;122 p;;RACISMO (SOCIOLOGIA)|DISCRIMINAÇÃO RACIAL;Livro;;Brasília, DF Ministério
8573591382;A negação do Brasil o negro na telenovela brasileira;Araújo, Joel Zito Almeida de;;;2004;323 p;BRASIL;TELENOVELA BRASIL|NEGROS BRASIL|IDENTIDADE ÉTNICA BRASIL|RACISMO BRASIL;Livro;2. ed;São Paulo, SP
8528610101;História geral do anti-semitismo;Messadié, Gerald;;Janowitzer, Rejane;2003;418 p;;ANTISSEMITISMO HISTÓRIA|JUDEUS (HISTÓRIA)|RACISMO (HISTÓRIA)|RELAÇÕES ÉTNICAS E RACIAIS|DISCRIMINAÇÃO RACIAL;Livro;;Rio de Janeiro
00609;Desracializar o debate;Fischmann, Roseli;;;2006;p. A-3;;RACISMO|DISCRIMINAÇÃO RACIAL|RELAÇÕES ÉTNICAS E RACIAIS;Periódico / Parte de livro;;São Paulo
858696526X;A educação dos negros uma nova face do processo de abolição da escravidão no Brasil;Fonseca, Marcus Vinícius;;;[2002];202 p.;;NEGROS (EDUCAÇÃO)|HISTÓRIA DA EDUCAÇÃO|RACISMO;Livro;;Bragança Paulista Centro
9788573262322;Classes, raças e democracia;Guimarães, Antonio Sérgio Alfredo;;;2012;231 p;BRASIL;RACISMO BRASIL|RELAÇÕES ÉTNICAS E RACIAIS BRASIL|CLASSES SOCIAIS BRASIL;Livro;;São Paulo Editora
9788527305150;De Cristo aos judeus da corte história do anti-semitismo I;Poliakov, Léon;Korn, Jair;Guinsburg, Jacó;2007;;;JUDAÍSMO|JUDEUS|RACISMO (SOCIOLOGIA)|ANTISSEMITISMO HISTÓRIA;Livro;2. ed;São Paulo Perspectiva
00248;Resenha sem titulo proprio;Jarouche, M M;;;1993;p. 91-3;;CIÊNCIAS HUMANAS|CIÊNCIAS SOCIAIS|RACISMO (SOCIOLOGIA);Periódico / Parte de livro;;São Paulo
8571643296;1871 começa com a Lei do Ventre Livre... [Orelha de livro];Cunha, Maria Manuela Ligeti Carneiro da;;;2002;;BRASIL;RACISMO BRASIL|RELAÇÕES ÉTNICAS E RACIAIS BRASIL;Periódico / Parte de livro;;São Paulo Companhia
00604;Selections French 1938;Hitler, Adolf;Blond, Georges;Dauture, François;[c1938];344 p;;DD247.H5 A63|NAZISMO|SOCIALISMO|RACISMO;Livro;Bibliografia;Paris A. Fayard
00804;Mídias concessão e exclusão: um estudo de indivisibilidade seletiva produzida pelos meios de comunicação de massa contra a população afro-brasileira e suas implicações nas relações raciais no Brasil contemporâneo;Gaspar, Osmar Teixeira;;Munanga, Kabengele;2010;192 p;;CONCESSÃO DE EMISSORA DE RÁDIO|CONCESSÃO DE CANAL DE TELEVISÃO|RACISMO|DIREITOS HUMANOS|PRECONCEITO RACIAL|MERCADO DE TRABALHO|NEGROS|MEIOS DE COMUNICAÇÃO DE MASSA;Tese;Este trabalho propõe um estudo sobre as concessões de rádio e televisão no Brasil e a influência dessas concessões nas relações raciais no Brasil dos dias atuais. Propomos uma reflexão sobre a exclusão da população negra dos meios de comunicação de massa e os reflexos produzidos por sua invisibilidade seletiva nesses veículos. Associamos a exclusão da população negra dos meios de comunicação de massa à sua exclusão do mercado formal de trabalho na iniciativa privada. Nossos questionamentos vão desde as razões que levam o Estado, quem concede, autoriza, permite e outorga o bem público, por que razão não interfere para coibir a deliberada invisibilidade seletiva produzida por esses meios contra a população descendente de escravizados africanos? Estamos supondo que a cessão do bem público, exatamente por ser do interesse de todos deveria estabelecer parâmetros que levassem em consideração o direito, a igualdade e a alteridade nas relações sociais, bem como a proporcionalidade dos grupos étnicos que compõem a rica diversidade da população brasileira. Os meios de comunicação de massa, suas grades de programações, bem como as agências de publicidade e seus anunciantes parecem ignorar a composição étnica de nossa sociedade. Ao contrário, buscam em suas programações e anúncios publicitários assemelhá-Ia à população da Suécia, quando o conjunto de sua representatividade étnica está muito mais próximo da África. Esta preferência por uma população alourada, sueca, que mesmo não existindo em nosso país em grande número, revela o lócus do racismo à moda brasileira, que consiste em suposta existência de uma democracia racial no Brasil. A nossa pesquisa desmente essa falsa cognição quando examinamos algumas revistas impressas e apontamos que as mulheres brancas no Brasil aparecem nessas publicações 94,08% contra apenas 6,081% das;São Paulo
0679601511_(alk._paper);The fire next time;Baldwin, James;;;1995;vii, 105 p.;ESTADOS UNIDOS;E185.61 .B195 1995|African Americans|Black Muslims|NEGROS ESTADOS UNIDOS|RACISMO ESTADOS UNIDOS;Livro;Modern Library ed;New York Modern
