identifier;titulo;autor;co_autor;orientador;data;paginas;local_publicacao;subjects;modelo_trabalho;descricao;local_defesa
00165;No limiar das raças Silvio Romero (1870-1914);Costa Filho, Cícero João da;;Silva, Marcos Antonio da;2013;497 p;BRASIL;"Romero, Sílvio 1851-1914|GRUPOS ÉTNICOS BRASIL|MISCIGENAÇÃO SÉCULO 19;SÉCULO 20|ABOLICIONISMO|NACIONALISMO";Tese;Silvio Romero foi um importante escritor brasileiro da Geração 1870 que pensou o Brasil a partir dos preceitos científicos da Europa e do Liberalismo dos EUA. Influenciado pelos parâmetros do meio e da raça, fatores somados à idéia de evolução e à lei dos três estados (Positivismo), o polígrafo constatou o atraso do país devido à inferioridade das raças formadoras da sociedade brasileira. Nos mais variados segmentos, o atraso brasileiro era visível. Para superar esse atraso, Sílvio pensava que a mestiçagem racial (também biológica) era a singularidade do novo Brasil almejado pela elite econômica e intelectual da época. Pensando um novo Brasil, o ensaísta analisou a contribuição de índios, negros e portugueses para a formação do país, salientando a extrema importância do mestiço, a singularidade brasileira. Bacharel pela Faculdade de Direito do Recife, Romero pensou o Brasil tendo em vista os princípios da Biologia e foi muito influenciado pela idéia de evolução, pela Escola de Le Play e acima de tudo, pelos pensadores que usavam o argumento da raça. A nação brasileira seria pensada tendo por modelo um organismo vivo e a questão racial e cultural seria uma das variantes para compreender o novo Brasil republicano e liberal que estava surgindo;São Paulo
00273;Escravidão e liberdade na cultura jurídica brasileira o papel dos juristas no processo de abolição do trabalho escravo no Brasil na segunda metade do século XIX;Nascimento, Douglas da Veiga;;Prudente, Eunice Aparecida de Jesus;2022;229 p;BRASIL;LIBERDADE ASPECTOS JURÍDICOS SÉC. 19 BRASIL|ABOLICIONISMO ASPECTOS JURÍDICOS SÉC. 19 BRASIL|TRABALHO ESCRAVO ASPECTOS JURÍDICOS SÉC. 19 BRASIL;Tese;A presente tese analisa o processo de formação histórica da cultura jurídica no Brasil na segunda metade do séc. XIX, a partir de fontes primárias como textos dos juristas, advoga-dos e magistrados sobre escravidão e liberdade, no processo de abolição do trabalho escravo, através de obras, artigos em jornais, processos judiciais e coletâneas de decisões judiciais das comarcas, tribunais das relações das províncias e do Supremo Tribunal de Justiça, publicadas na revista jurídica ?O Direito? de 1873 a 1888. É abordada a história social da escravização e da reescravização e do movimento abolicionista. São analisados os discursos jurídicos que delimitavam a esfera de direitos para o exercício da liberdade e da condição jurídica dos escravizados e dos libertos. Como patrono do abolicionismo no Brasil, é apresentada, também, uma análise histórica do papel desempenhado por Luiz Gama, com destaque para a sua atuação como advogado e defensor dos escravizados nas causa de liberdade e como um dos mais importantes intelectuais precursores do abolicionismo no Brasil. Através do estudo dos discursos jurídicos foi possível identificar os mecanismosexistentes de formas precarização do direito à liberdade e da legitimação da exploração do trabalho dos escravizados. São apresentados os argumentos jurídicos dos juristas, magistrados e advogados nas demandas judiciais, tanto para a defesa do direito de propriedade dos senhores nas ações de escravidão, quanto para a garantia do direito à liberdade dos escravizados e libertos nas ações de liberdade. Também são apresentados os discursos jurídicos de Joaquim Nabuco, Perdigão Malheiro, Nabuco de Araújo e Augusto Teixeira de Freitas como juristas que tiveram grande impacto na política abolicionista;São Paulo
00250;Penas perdidas o sistema penal em questão;Hulsman, Louk;"Celis, Jacqueline Bernat de; Karam, Maria Lúcia";Kosovski, Ester;1993;180 p;;PENAS (DIREITO PENAL)|ABOLICIONISMO;Livro;Primeira parte. Conversas com um abolicionista do sistema penal -- Segunda parte. A perspectiva abolicionista: apresentação em dois tempos - Qual abolição? - Qual liberdade?;Niterói
853590364X;As camélias do Leblon e a abolição da escravatura uma investigação de história cultural;Silva, Eduardo da;;;2003;136 p;Brazil;HT1128 .S54 2003|Slavery Brazil|Slaves Emancipation Brazil|ESCRAVIDÃO BRASIL|ABOLICIONISMO BRASIL|QUILOMBOS BRASIL;Livro;;São Paulo, SP
9786586551297;Frederick Douglass autobiografia de um escravo;Douglass, Frederick;Ferraz, Oséias Silas;Almeida, Silvio;2021;196 p;ESTADOS UNIDOS;Bailey, Frederick Augustus Washington 1818-1895|AUTOBIOGRAFIAS|ABOLICIONISMO HISTÓRIA SÉCULO 19 ESTADOS UNIDOS|ESCRAVOS CONDIÇÕES SOCIAIS SÉCULO 19 ESTADOS UNIDOS|RACISMO;Livro;Título original: Narrative of the life of Frederick Douglas, an American slave;São Paulo Vestígio
9788570609748;Com a palavra, Luiz Gama poemas, artigos, cartas, máximas;Gama, Luiz (Luiz Gonzaga Pinto da Gama);;Ferreira, Ligia Fonseca;2018;301 p;BRASIL;Gama, Luiz 1830-1882|LITERATURA BRASILEIRA|POESIA|POLIGRAFIA|ABOLICIONISMO HISTÓRIA BRASIL|ESCRAVIDÃO BRASIL|NEGROS HISTÓRIA BRASIL;Livro;1ª reimpressão revisada da 1. ed. de 2011;São Paulo Imprensa
8574193755;Abolitionism in the United States and Brazil Portuguese;Azevedo, Celia Maria Marinho de;;;2003;253 p;BRASIL;E449 .A89167 2003|ABOLICIONISMO BRASIL|ABOLICIONISMO ESTADOS UNIDOS;Livro;1a educacão;São Paulo Annablume
00012;Abstract of the evidence delivered before a select committee of the house of commons in the years 1790, and 1791 on the part of the petitioners for the abolition of the slave-trade;Gra-Bretanha. Parliament. House of Commons;;;1791;xxvi, 155 p.;;ANTROPOLOGIA POLÍTICA|ABOLICIONISMO|ESCRAVIDÃO;Livro;;London James Phillips
8570191545;Abolição a liberdade veio do Norte;Gouvêa, Fernando da Cruz;;;1988;292 p;Brazil;Slaves Emancipation Brazil|Blacks Brazil|DIREITO PENAL|ESCRAVIDÃO|HISTORIA DO BRASIL - SOCIEDADE (ESCRAVIDAO)|ABOLICIONISMO|ESCRAVOS BRASIL;Livro;"""Em co-edição com o Ministério da Ciência e Tecnologia-CNPq, Comissão de Eventos Históricos.""";Recife Fundação Joaquim
00212;Identidade nacional e exclusão racial;Fiorin, José Luiz;;;2016;p. 63-75;BRASIL;RACISMO BRASIL|PRECONCEITO RACIAL|ABOLICIONISMO|LITERATURA BRASILEIRA|ANÁLISE DO DISCURSO|IDENTIDADE NACIONAL;Periódico / Parte de livro;Disponível em: <http://revistas.iel.unicamp.br/index.php/cel/article/view/5042/5360>. Acesso em: 11 out. 2016;Campinas
00272;Pernambuco ao Ceará o dia 25 de março de 1884;Costa, Francisco Augusto Pereira da;;Commissão Central Emancipadora do Recife;1884;;PERNAMBUCO;PERNAMBUCO ASPECTOS HISTÓRICOS|CEARÁ ASPECTOS HISTÓRICOS|ABOLICIONISMO BRASIL;Livro;Homenagem da Commissão Central Emancipadora do Recife;Recife Typographia Central
00018;Campanha abolicionista na antiga desterro;Blum, Heitor;;;1939;41 p.;;HISTÓRIA DO BRASIL|ABOLIÇÃO DA ESCRAVIDÃO (1888)|ABOLICIONISMO;Livro;;Santa Catarina Inst
00008;Précis de l'abolition de l'esclavage dans les colonies anglaises;France;;Duperré, Guy Victor;1840;xxxii, 343 p;;ANTROPOLOGIA POLÍTICA|ABOLICIONISMO|ESCRAVIDÃO;Livro;Microcard (46 cds. on 23);Paris Imprimerie royale
00137;Conferencia abolicionista Theatro Sta. Isabel a 25 de março de 1885;Castro, Fernando de;;;1885;41 p;BRASIL;ESCRAVIDÃO BRASIL|HISTÓRIA DO BRASIL SÉCULO 19|ABOLICIONISMO BRASIL;Livro;;Recife Tipografia Apolo
00156;Questão grave Artigos e proposito do annunciado projecto do Sr. Deputado Joaquim Nabuco fixando prazo fatal á existencia do elemento servil;Werneck, Manoel Peixoto de Lacerda;;;1880;28 p;BRASIL;Nabuco, Joaquim|ESCRAVIDÃO SÉCULO 19 BRASIL|ABOLICIONISMO|HISTÓRIA DO BRASIL SÉCULO 19;Livro;;Rio de Janeiro
9788598810133;Escravidão nunca mais! um tributo a Luiz Gama;Câmara, Nelson;;;2009;517 p;BRASIL;Gama, Luiz 1830-1882|ESCRAVIDÃO BRASIL|ESCRAVIDÃO (HISTÓRIA) BRASIL|ESCRAVIDÃO (ASPECTOS SOCIAIS) BRASIL|TRABALHO ESCRAVO BRASIL|ABOLICIONISMO BRASIL|AÇÃO AFIRMATIVA BRASIL;Livro;;São Paulo Lettera.doc
00198;O abolicionismo como movimento social;Alonso, Angela;;;2014;p. 115-127;;ABOLICIONISMO;Periódico / Parte de livro;Disponível em: <http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002014000300115&lng=pt&nrm=iso&tlng=pt> Acesso em: 27 mar. 2015;São Paulo
8571081050_(Editora_UFRJ);O plano e o pânico os movimentos sociais na década da abolição;Machado, Maria Helena Pereira Toledo;;Dias, Maria Odila Leite da Silva;1994;259 p;Brazil;HT1128 .M33 1994|Slavery Brazil History|Antislavery movements Brazil History|Slaves Emancipation Brazil|Social movements Brazil History|ABOLIÇÃO DA ESCRAVIDÃO (1888)|MOVIMENTOS SOCIAIS BRASIL|ABOLICIONISMO|AFRODESCENDENTES BRASIL;Livro;;Rio de Janeiro/EDUSP
9788563560018;Essencial Joaquim Nabuco;Nabuco, Joaquim;;Mello, Evaldo Cabral de;2010;626 p;;F2536.N182 A25 2010|BIOGRAFIAS|ABOLICIONISMO;Livro;;São Paulo, SP
9788568576557;Louis Couty e o império do Brasil o problema da mão de obra e a constituição do povo no final do século XIX (1871-1891);Stahl, Moisés;;;2016;310 p;;Coulty, Louis 1854-1884|ABOLICIONISMO|BRASIL IMPÉRIO|IMIGRAÇÃO|MÃO-DE-OBRA;Livro;;São Bernardo do
00057;O escravo na grande lavoura;Costa, Emília Viotti da;;;2004;v. 5, t. 2, p. 165-225;BRASIL;ESCRAVIDÃO (ASPECTOS ECONÔMICOS) BRASIL|ESCRAVOS (ASPECTOS SOCIAIS) BRASIL|ABOLICIONISMO|MODERNIZAÇÃO DA AGRICULTURA;Periódico / Parte de livro;;Rio de Janeiro
00231;Projetos restituem a importância de Luiz Gama para a história do Brasil Alexino Ferreira observa que ?negros, indígenas e mulheres são deixados de lado como sujeitos dos processos históricos?;Ferreira, Ricardo Alexino;;;2018;on-line;BRASIL;Gama, Luiz 1830-1882|HISTÓRIA BRASIL|ABOLICIONISMO|NEGROS BRASIL;Periódico / Parte de livro;Publicação do programa Diversidades, da Rádio USP, de 06 fev. 2018.;São Paulo
00009;Letter to the Lord Glenelg, secretary of state for the colonies French;Innes, John;;Glenelg, Charles Grant;1836;151 p;West Indies, British;HT1092 .I514 1836|Slavery West Indies, British|Slaves West Indies, British Emancipation|ANTROPOLOGIA POLÍTICA|ESCRAVIDÃO|ABOLICIONISMO;Livro;Signed (p. 141): John Innes;Paris Ledoyen
9786589705123_(v.4);Obras completas;Gama, Luiz;;Lima, Bruno Rodrigues de;2022-2023;11 v;BRASIL;ABOLICIONISMO (HISTÓRIA) BRASIL|ESCRAVIDÃO BRASIL|ABOLIÇÃO DA ESCRAVIDÃO (1888)|HISTÓRIA DO BRASIL|NEGROS LEGISLAÇÃO SÉCULO 19 BRASIL|NEGROS CONDIÇÕES SOCIAIS SÉCULO 19 BRASIL|ESCRAVOS HISTÓRIA SÉCULO 19;Livro;A Biblioteca da EACH possui somente os volumes 4, 5, 7 e 8;São Paulo Hedra
8570191618_(v._1);Estudos sobre a escravidão negra;Silva, Leonardo Dantas;;Nina Rodrigues, Raymundo;1988;2 v.;Brazil;Slavery Brazil History|Blacks Brazil History|HISTORIA DO BRASIL - SOCIEDADE (ESCRAVIDAO)|ABOLICIONISMO;Livro;;Recife Fundação Joaquim
00271;Conferencia publica;Patrocínio, José do;;;1882;39 p;;CONFERÊNCIA 1885|ABOLICIONISMO;Livro;;Rio de Janeiro
00130;O negro e a abolição;Affonso, Almino;;;1988;17 p;BRASIL;ESCRAVIDÃO BRASIL|ABOLICIONISMO BRASIL|ABOLIÇÃO DA ESCRAVIDÃO (1888);Livro;conferência proferida no IHGRG do Norte, em Natal, no dia 13 de Maio de 1988;Natal
00186;Slavery and abolition in Campos, Brazil, 1830-1888;Donald Jr., Cleveland;;;1976;xiii, 261 f;BRASIL;ESCRAVIDÃO BRASIL|ABOLICIONISMO BRASIL;Livro;"""This is an authorized facsimile and was produced by microfilm-xerography...""";Ann Arbor University
9232033062_(UNESCO);La societé des amis des noirs 1788-1799 contribution à l'histoire de l'abolition de l'esclavage;Dorigny, Marcel;;Gainot, Bernard;1998;429 p.;France;HT1176 .D67 1998|Abolitionists France|Antislavery movements|ESCRAVIDÃO SÉCULO 18 FRANÇA|ABOLICIONISMO (HISTÓRIA) SÉCULO 18 FRANÇA|NEGROS (CONDIÇÕES SOCIAIS) SÉCULO 18 FRANÇA|Slavery History;Livro;;Paris
00112;O abolicionista cosmopolita;Alonso, Angela;;;2010;p. 55-70;BRASIL;Nabuco, Joaquim 1849-1910|ABOLICIONISMO BRASIL|ATIVISMO;Periódico / Parte de livro;;São Paulo
9786555104462;Justiça criminal restaurativa e empoderamento no Brasil experiências, possibilidades e limites;Rosas, Patrícia Melhem;;;2020;376 p;;ACESSO À JUSTIÇA|CRIMINOLOGIA|JUSTIÇA RESTAURATIVA|EMPODERAMENTO|ABOLICIONISMO;Livro;Sumário : 1. Introdução -- 2. Do atual estado das coisas : estrutura da justiça criminal retributiva, seus resultados e abordagem criminológica -- 2.1 Da concepção de estado, políticas públicas e política criminal -- 2.2 Da estrutura do poder judiciário e da justiça criminal brasileira -- 2.3 O sistema punitivo estatal a partir de dados oficiais -- 2.4 Criminologia e justiça restaurativa : entre minimalismos e eficientismo -- 3. Justiça restaurativa como uma nova abordagem de justiça : ideias fundamentais sobre justiça restaurativa e empoderamento -- 3.1 Antecedentes históricos -- 3.2 Da dificuldade conceitual -- 3.3 Princípios e valores da justiça restaurativa -- 3.4 Principais práticas -- 3.5 Empoderamento -- 3.6 Justiça restaurativa e empoderamento -- 4. Caracterização de experiências brasileiras de justiça restaurativa -- 4.1 Do geral ao criminal : exploração das práticas restaurativas -- 4.2 A justiça restaurativa no Brasil e seus precursores -- 4.3 Da continuidade dos projetos piloto ao momento atual -- 4.4 A justiça restaurativa nos tribunais superiores e nos tribunais de justiça do Rio Grande do Sul, São Paulo, Distrito Federal e territórios e Paraná -- 4.5 Documentos oficiais e projetos de lei sobre o tema -- 5. Justiça restaurativa criminal no Brasil : limites e possibilidades -- 5.1 Justiça restaurativa : uma prática em busca de um conceito? -- 5.2 Crime e justiça restaurativa : antes, durante, depois ou nunca? -- 5.3 Empoderamento de si a partir do encontro com o outro -- 5.4 Justiça restaurativa como propriedade -- 5.5 Voluntários apaixonados -- 6. Considerações finais -- Referências;Rio de Janeiro
85-7019-174-X;A escravidão, o clero e o abolicionismo;Fonseca, Luís Anselmo da;;Silva, Leonardo Dantas;1988;xv, vii, 686 p;BRASIL;CLERO|ESCRAVIDÃO BRASIL|ABOLICIONISMO;Livro;Edição fac-similar de 1887;Recife Joaquim Nabuco
00133;Banquete dado pela Confederação Abolicionista e alguns amigos da idéa no dia 19 de agosto de 1884 em homenagem à libertação do Amazonas e aos deputados que apoiaram o gabinete de 6 de junho;;;;1884;51 p;BRASIL;ESCRAVIDÃO SÉCULO 19 BRASIL|HISTÓRIA DO BRASIL SÉCULO 19|ABOLICIONISMO;Livro;A folha de rosto possui a indicação: folheto n. 7;Rio de Janeiro
00154;Estudos sobre a emancipação dos escravos no Brasil;Silva Netto, A. da;;;1866;46 p;BRASIL;ESCRAVIDÃO ASPECTOS HISTÓRICOS SÉCULO 19 BRASIL|HISTÓRIA DO BRASIL SÉCULO 19|EMANCIPAÇÃO SÉCULO 19 BRASIL|ABOLICIONISMO SÉCULO 19;Livro;;Rio de Janeiro
00045;O tigre da abolição;Orico, Osvaldo;;;1931;254 p;BRASIL;Patrocínio, José do 1853-1905|ESCRAVOS BRASIL|ABOLICIONISMO BRASIL;Livro;;São Paulo Nacional
00251;Considérations importantes sur l'abolition générale de la traite des nègres, adresses aux Négociateurs des Puissances continentales qui doivent assister au Congrès de Vienne;;;;1814;31 p;;ANTROPOLOGIA POLÍTICA|ABOLICIONISMO;Livro;;Paris Ant Bailleul
9788522810567_(broch.);Palavras e brados José do Patrocínio e a imprensa abolicionista do Rio de Janeiro;Machado, Humberto Fernandes;;;2014;303p;Brasil;Patrocínio, José do 1853-1905|Abolicionistas Brasil Biografia|Jornalistas Brasil Biografia|Movimentos antiescravagistas Rio de Janeiro (RJ) História Séc. XIX|Movimentos antiescravagistas Cobertura jornalística Rio de Janeiro (RJ) História Séc. XIX|Imprensa Rio de Janeiro (RJ) História Séc. XIX|ABOLICIONISMO HISTÓRIA RIO DE JANEIRO|JORNALISMO HISTÓRIA RIO DE JANEIRO|BIOGRAFIAS;Livro;Originalmente apresentada como tese do autor (doutorado - Universidade de São Paulo, 1991);Niterói, RJ EdUFF
00083;Poliantéia Almino Affonso, tribuno da abolição;Affonso, Almino;;;1998;371 p;Brazil;F2537.A34 P64 1998|Afonso, Almino Alvares 1840-1899|Abolitionists Biography|Slavery Brazil|ABOLICIONISMO|BIOGRAFIAS;Livro;;Brasília Senado Federal
8508007159;Os abolicionistas;Faria, Antonio Augusto da Costa;Barros, Edgard Luiz de;Negreiros;2000;32p;BRASIL;ABOLICIONISMO BRASIL;Livro;10.ed.;São Paulo Atica
00116;Os abolicionistas;Faria, Antonio Augusto da Costa;;Barros, Edgard Luiz de;1987;32p;BRASIL;ABOLICIONISMO BRASIL;Livro;3.ed.;São Paulo Atica
9788598750095;Luiz Gama;Fraga, Myriam;;;2008;61 p;BRASIL;Gama, Luiz, 1830-1882|LITERATURA INFANTOJUVENIL|HISTÓRIA DO BRASIL|ABOLICIONISMO BRASIL;Livro;;São Paulo Instituto
00082;Um radical a ferro e fogo;Fernandes, Maria Fernanda Lombardi;;;2005;p. 42-45;BRASIL;Jardim, Silva 1860-1891|HISTÓRIA DO BRASIL|PRIMEIRA REPÚBLICA (1889-1930) (ASPECTOS POLÍTICOS)|ABOLICIONISMO BRASIL;Periódico / Parte de livro;;Rio de Janeiro
00014;D. Pedro II e a abolição;Pinto, Pedro A. 1882-1971 (Pedro Augusto);;;1921;28 p;Brazil;Pedro 1825-1891|Slavery Brazil|HISTORIA DO BRASIL - SOCIEDADE (ESCRAVIDAO)|ABOLICIONISMO BRASIL;Livro;;Rio de Janeiro
00050;José Bonifácio homem e mito;Costa, Emília Viotti da;;;1986;p. 102-159;;Bonifácio, José 1763-1838|MITOS (CONSTRUÇÃO)|PERÍODO COLONIAL (1500-1822) (ASPECTOS SOCIO-POLITICOS)|ABOLICIONISMO;Periódico / Parte de livro;;São Paulo Perspectiva
00148;Manifesto da Confederacão Abolicionista do Rio de Janeiro;;;;1883;22 p;BRASIL;ESCRAVIDÃO SÉCULO 19 BRASIL|HISTÓRIA DO BRASIL SÉCULO 19|ABOLICIONISMO;Livro;;Rio de Janeiro
00085;Reforma sem revolução;Alonso, Angela Maria;;;2006;3 p;BRASIL;"SEGUNDO REINADO (1840-1889) (SOCIEDADE;CULTURA)|ABOLICIONISMO BRASIL|BRASIL (SOCIEDADE;POLÍTICA;CULTURA)";Periódico / Parte de livro;;Rio de Janeiro
9788531415036;Tornando-se livre agentes históricos e lutas sociais no processo de abolição;Machado, Maria Helena P. T;;Castilho, Celso Thomas;2018;479 p;BRASIL;"ABOLIÇÃO DA ESCRAVIDÃO (1888) BRASIL|ABOLICIONISMO (HISTÓRIA) BRASIL|NEGROS (HISTÓRIA;ASPECTOS SOCIAIS;ASPECTOS POLÍTICOS) BRASIL|MOVIMENTOS SOCIAIS BRASIL";Livro;;São Paulo
9786553770164;Escravidão e trabalho forçado das abolições do século XIX às abolições contemporâneas;Ferreras, Norberto Osvaldo;;;2022;319 p.;;ESCRAVIDÃO|TRABALHO ESCRAVO|TRABALHO FORÇADO|ABOLICIONISMO;Livro;;Rio de Janeiro
9788587478436;Luiz Gama;Santos, Luiz Carlos dos;;Benedito, Vera Lúcia;c2010;119 p;BRASIL;PQ9697.G32 Z79 2010|BIOGRAFIAS|Gama, Luiz 1830-1882|ESCRAVIDÃO BRASIL|INTELECTUAIS SÉCULO 19 BRASIL|BIOGRAFIAS|ABOLICIONISMO;Livro;Coordenadora da edição: Vera Lúcia Benedito;São Paulo, SP
00046;A escravatura no Brasil e o processo da Abolição;Loureiro, Maria Amélia Salgado;;;1988;111 p;BRASIL;ESCRAVIDÃO BRASIL|ABOLICIONISMO|HISTÓRIA DO BRASIL;Livro;;São Paulo Voz
00110;Nabuco e o liberalismo aventuras de um livro;Ricupero, Bernardo;;;2010;p. 177-179;BRASIL;Nabuco, Joaquim 1849-1910|ABOLICIONISMO BRASIL|LIBERALISMO BRASIL|INTELECTUAIS BRASIL;Periódico / Parte de livro;Disponível em: <http://www.scielo.br/pdf/rbcsoc/v25n74/a11v2574.pdf>;São Paulo
9786553962712_(Brochura);Luiz Gama Contra o império a luta pelo direito no Brasil da escravidão;Lima, Bruno Rodrigues de;;;2025;631 p;BRASIL;Gama, Luís 1830-1882|ABOLICIONISMO|ESCRAVIDÃO|HISTÓRIA BRASIL|LIBERDADE;Livro;2. ed.;Avaré Contracorrente
00060;Os textos reunidos neste volume apresentam... [Apresentação];Ferreira, Ligia Fonseca;;;2004;p. 7-10;BRASIL;Gama, Luís 1830-1882|POESIA BRASIL|ABOLICIONISMO (HISTÓRIA) BRASIL|NEGROS (HISTÓRIA) BRASIL;Periódico / Parte de livro;;São Paulo Secretaria
00236;Entre a espada e a coroa abolicionistas em confrontos políticos no imediato pós-abolição (1888-1889);Martins, Gabriela Pereira;;Alonso, Angela Maria;2017;fig., graf., tab., quadros;BRASIL;LIBERTAÇÃO DE ESCRAVOS BRASIL|ABOLICIONISMO|ABOLIÇÃO DA ESCRAVIDÃO (1888)|JORNALISMO SÉCULO 19|LEI ÁUREA (1888);Tese;"Esta tese investiga as performances de confronto político desempenhadas pelas associações abolicionistas após a promulgação da lei 3.353, que declarou extinta a escravidão no Brasil. O objetivo é entender o que se passa com um movimento social depois que sua principal reivindicação é atingida. Neste caso, trata-se de investigar se os principais atores do movimento abolicionista, a saber, as associações abolicionistas, continuaram em atividade e o que faziam após a abolição. A via metodológica escolhida para a investigação consistiu na quantificação da informação disponível na própria imprensa abolicionista. A pesquisa consistiu no levantamento e leitura de periódicos abolicionistas da província do Rio de Janeiro, publicados entre 13 de maio de 1888 (data da lei áurea) e 15 de novembro de 1889 (data da proclamação da república). A partir desta leitura dos jornais foi construído um banco de dados, com identificação das associações abolicionistas que permaneceram em atividade mesmo depois de atingida a sua principal demanda, bem como das suas performances políticas. A intenção desta tese é tripla: correlacionar performances encenadas no pós-abolição com as do pré-abolição para verificar se elas preservam o padrão de ativismo construído pelo movimento abolicionista; argumentar que as associações são uma ponte organizacional suspendida no tempo, permitindo a transmissão de padrões de performances de um período a outro, assim promovendo a ligação entre ciclos de ativismos; e por";São Paulo
8570191626;Estudos afro-brasileiros;Fundação Joaquim Nabuco;Roquette-Pinto;Congresso Afro-Brasileiro 1934 Recife, Brazil);1988;iv, 271 p.;Brazil;"Blacks Brazil History Congresses|Brazil Race relations Congresses|Blacks Brazil Social conditions Congresses|NEGROS BRASIL|ABOLICIONISMO|ANTROPOLOGIA CULTURAL E SOCIAL BRASIL;ÁFRICA";Livro;Ed. fac-similar;Recife Editora Massangana,
9788594932136;Lições de resistência artigos de Luiz Gama na imprensa de São Paulo e do Rio de Janeiro;Ferreira, Ligia Fonseca;;;2020;392 p;BRASIL;Gama, Luiz Gonzaga Pinto da 1830-1882|HISTÓRIA DO BRASIL|HISTÓRIA DO JORNALISMO BRASIL|JORNALISMO BRASIL|ABOLICIONISMO HISTÓRIA BRASIL;Livro;;São Paulo Edições
00011;Considerações e projecto de lei para a emancipação dos escravos sem prejuizo de seus senhores, nem grave onus para o Estado;Leal, Luis Francisco da Camara;;;1866;34 p;;ANTROPOLOGIA POLÍTICA|ESCRAVIDÃO|ABOLICIONISMO;Livro;;Rio de Janeiro
8570041187;O Abolicionista Rui Barbosa;;;;1988;112 p.;;Barbosa, Ruy 1849-1923|Fundação Casa de Rui Barbosa|PRIMEIRA REPÚBLICA (1889-1930)|HISTORIA DO BRASIL - SOCIEDADE (ESCRAVIDAO)|ABOLICIONISMO|BIOGRAFIAS;Livro;"""Ediçâo comemorativa do centenário de abolição.""";Rio de Janeiro
9788520013311;Raízes do conservadorismo brasileiro a abolição na imprensa e no imaginário social;Silva, Juremir Machado da;;;2018;446 p.;BRASIL;JORNALISMO HISTÓRIA BRASIL|JORNALISMO POLÍTICO BRASIL|JORNAIS ASPECTOS POLÍTICOS BRASIL|ESCRAVIDÃO ASPECTOS POLÍTICOS BRASIL|ABOLICIONISMO ASPECTOS POLÍTICOS BRASIL|ABOLIÇÃO DA ESCRAVIDÃO (1888) ASPECTOS POLÍTICOS;Livro;4. ed;Rio de Janeiro
00084;De onde vem o mito;Costa, Emília Viotti da;;;2007;2 p;;Bonifácio, José 1763-1838|PERÍODO COLONIAL (1500-1822) (ASPECTOS SOCIOPOLÍTICOS)|ABOLICIONISMO|MITOS (CONSTRUÇÃO);Periódico / Parte de livro;;Rio de Janeiro
00193;The movement for the abolition of slavery in Rio de Janeiro, Brazil, 1880-1889;Bergstresser, Rebecca Baird;;;1973;208 f;BRASIL;ESCRAVIDÃO SÉCULO 19 BRASIL|ABOLICIONISMO SÉCULO 19 BRASIL;Livro;;Stanford Stanford University
9780300181371;The slave's cause a history of abolition;Sinha, Manisha;;;2016;xiv, 768 p;ESTADOS UNIDOS;ABOLICIONISMO ASPECTOS HISTÓRICOS ASPECTOS POLÍTICOS ESTADOS UNIDOS|ESCRAVIDÃO ASPECTOS HISTÓRICOS ASPECTOS POLÍTICOS ESTADOS UNIDOS;Livro;;New Haven Yale
9726710561;Os sons do silêncio o Portugal de Oitocentos e a abolição do tráfico de escravos;Marques, João Pedro;;;1999;509 p;Portugal;HT1223 .M37 1999|Antislavery movements Portugal History 19th century|Slaves Emancipation Brazil History 19th century|ABOLIÇÃO DA ESCRAVIDÃO (1888) (HISTÓRIA) BRASIL|ABOLICIONISMO (HISTÓRIA) BRASIL;Livro;;Lisboa Imprensa da
00125;O abolicionismo escolar reflexões a partir do adoecimento e da deserção dos professores;Camargo, Danilo Alexandre Ferreira de;;Aquino, Julio Groppa;2012;121 p;;ABOLICIONISMO|GOVERNAMENTALIDADE|SAÚDE OCUPACIONAL;Tese;Este trabalho pretende produzir algumas reflexões sobre o triunfo da escola no mundo contemporâneo, bem como meditar sobre os limites políticos do sujeito escolar, atentando para suas múltiplas dimensões: moral, cognitiva e sociocultural. Para tanto, elegemos como tema geral da investigação as vicissitudes da rotina escolar, particularmente no que se refere ao adoecimento e à deserção dos professores da escola pública brasileira. A principal referência teórica é a obra de Michel Foucault, mais particularmente, suas análises sobre as instituições disciplinares, as práticas racionais de governo das populações e os jogos de poder/resistência no interior da sociabilidade moderna. Partindo do conceito foucaultiano de governamentalidade e da análise dos discursos médicos e pedagógicos sobre a saúde dos professores, desenvolvemos três operadores conceituais: a insuportabilidade da rotina escolar, a fadiga-limite dos professores como contraconduta moral e, por fim, o abolicionismo escolar, este tomado tanto como aporia política de nosso tempo quanto como abertura para um futuro indeterminado. Dessa forma, nosso estudo pretende demonstrar como os processos de governamentalização das condutas escolares são permeados por um elemento trágico, bem como por conflitos que, antes de explicitarem os mecanismos e os movimentos do poder sobre as formas e os modos de vida, figuram como ruína permanente do próprio paradigma de poder vigente nesse quadrante. Acima de tudo, debruçamo-nos sobre;São Paulo
9788598885759;Visões da monarquia escravos, operários e abolicionismo na Corte;Jesus, Ronaldo Pereira de;;Chaloub, Sidney;2009;213 p;BRASIL;HISTÓRIA DO BRASIL|BRASIL IMPÉRIO|MONARQUIA HISTÓRIA BRASIL|ESCRAVIDÃO HISTÓRIA BRASIL|ABOLICIONISMO HISTÓRIA BRASIL;Livro;;Belo Horizonte Argvmentvm
